,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,country,league,year,home_team_lname,home_team_sname,away_team_lname,away_team_sname
123,1,1,2008/2009,21,2009-02-07,492995,4049,8203,1,5,Belgium,Belgium Jupiler League,2009,Tubize,TUB,KV Mechelen,MEC
124,1,1,2008/2009,21,2009-02-07,492996,9991,9996,2,0,Belgium,Belgium Jupiler League,2009,KAA Gent,GEN,Royal Excel Mouscron,MOU
125,1,1,2008/2009,21,2009-02-07,492997,9999,9993,2,2,Belgium,Belgium Jupiler League,2009,KSV Roeselare,ROS,Beerschot AC,BAC
126,1,1,2008/2009,22,2009-02-15,492998,9986,8635,0,1,Belgium,Belgium Jupiler League,2009,Sporting Charleroi,CHA,RSC Anderlecht,AND
127,1,1,2008/2009,22,2009-02-15,492999,8342,9987,0,2,Belgium,Belgium Jupiler League,2009,Club Brugge KV,CLB,KRC Genk,GEN
128,1,1,2008/2009,22,2009-02-14,493000,9993,9984,1,1,Belgium,Belgium Jupiler League,2009,Beerschot AC,BAC,KSV Cercle Brugge,CEB
129,1,1,2008/2009,22,2009-02-14,493001,8203,9991,3,3,Belgium,Belgium Jupiler League,2009,KV Mechelen,MEC,KAA Gent,GEN
130,1,1,2008/2009,22,2009-02-14,493002,10000,7947,1,0,Belgium,Belgium Jupiler League,2009,SV Zulte-Waregem,ZUL,FCV Dender EH,DEN
131,1,1,2008/2009,22,2009-02-14,493003,9994,9999,2,1,Belgium,Belgium Jupiler League,2009,Sporting Lokeren,LOK,KSV Roeselare,ROS
132,1,1,2008/2009,22,2009-02-14,493004,9998,8571,1,1,Belgium,Belgium Jupiler League,2009,RAEC Mons,MON,KV Kortrijk,KOR
133,1,1,2008/2009,22,2009-02-14,493005,9985,4049,4,0,Belgium,Belgium Jupiler League,2009,Standard de Liège,STL,Tubize,TUB
134,1,1,2008/2009,22,2009-02-14,493006,9996,10001,0,0,Belgium,Belgium Jupiler League,2009,Royal Excel Mouscron,MOU,KVC Westerlo,WES
135,1,1,2008/2009,23,2009-02-22,493007,10001,8342,1,1,Belgium,Belgium Jupiler League,2009,KVC Westerlo,WES,Club Brugge KV,CLB
136,1,1,2008/2009,23,2009-02-22,493008,8635,9985,4,2,Belgium,Belgium Jupiler League,2009,RSC Anderlecht,AND,Standard de Liège,STL
137,1,1,2008/2009,23,2009-02-21,493009,9999,9998,3,2,Belgium,Belgium Jupiler League,2009,KSV Roeselare,ROS,RAEC Mons,MON
138,1,1,2008/2009,23,2009-02-21,493010,4049,10000,0,6,Belgium,Belgium Jupiler League,2009,Tubize,TUB,SV Zulte-Waregem,ZUL
139,1,1,2008/2009,23,2009-02-21,493011,8571,9986,1,1,Belgium,Belgium Jupiler League,2009,KV Kortrijk,KOR,Sporting Charleroi,CHA
140,1,1,2008/2009,23,2009-02-21,493012,9984,9994,0,0,Belgium,Belgium Jupiler League,2009,KSV Cercle Brugge,CEB,Sporting Lokeren,LOK
141,1,1,2008/2009,23,2009-02-21,493013,7947,8203,1,2,Belgium,Belgium Jupiler League,2009,FCV Dender EH,DEN,KV Mechelen,MEC
142,1,1,2008/2009,23,2009-02-20,493014,9987,9996,1,1,Belgium,Belgium Jupiler League,2009,KRC Genk,GEN,Royal Excel Mouscron,MOU
143,1,1,2008/2009,23,2009-02-21,493015,9991,9993,1,3,Belgium,Belgium Jupiler League,2009,KAA Gent,GEN,Beerschot AC,BAC
144,1,1,2008/2009,24,2009-02-28,493016,9996,8635,1,1,Belgium,Belgium Jupiler League,2009,Royal Excel Mouscron,MOU,RSC Anderlecht,AND
145,1,1,2008/2009,24,2009-02-27,493017,8203,9987,2,1,Belgium,Belgium Jupiler League,2009,KV Mechelen,MEC,KRC Genk,GEN
146,1,1,2008/2009,24,2009-02-28,493018,9986,9998,3,0,Belgium,Belgium Jupiler League,2009,Sporting Charleroi,CHA,RAEC Mons,MON
147,1,1,2008/2009,24,2009-03-01,493019,9985,9984,4,0,Belgium,Belgium Jupiler League,2009,Standard de Liège,STL,KSV Cercle Brugge,CEB
148,1,1,2008/2009,24,2009-03-01,493020,9994,9991,0,1,Belgium,Belgium Jupiler League,2009,Sporting Lokeren,LOK,KAA Gent,GEN
149,1,1,2008/2009,24,2009-02-28,493021,8342,9999,2,1,Belgium,Belgium Jupiler League,2009,Club Brugge KV,CLB,KSV Roeselare,ROS
150,1,1,2008/2009,24,2009-02-28,493022,9993,8571,3,0,Belgium,Belgium Jupiler League,2009,Beerschot AC,BAC,KV Kortrijk,KOR
151,1,1,2008/2009,24,2009-02-28,493023,7947,4049,4,0,Belgium,Belgium Jupiler League,2009,FCV Dender EH,DEN,Tubize,TUB
152,1,1,2008/2009,24,2009-02-28,493024,10000,10001,1,1,Belgium,Belgium Jupiler League,2009,SV Zulte-Waregem,ZUL,KVC Westerlo,WES
153,1,1,2008/2009,25,2009-03-08,493025,9984,8342,1,3,Belgium,Belgium Jupiler League,2009,KSV Cercle Brugge,CEB,Club Brugge KV,CLB
154,1,1,2008/2009,25,2009-03-06,493026,9998,9985,0,1,Belgium,Belgium Jupiler League,2009,RAEC Mons,MON,Standard de Liège,STL
155,1,1,2008/2009,25,2009-03-07,493027,8635,10000,2,0,Belgium,Belgium Jupiler League,2009,RSC Anderlecht,AND,SV Zulte-Waregem,ZUL
156,1,1,2008/2009,25,2009-03-07,493028,8571,9994,2,3,Belgium,Belgium Jupiler League,2009,KV Kortrijk,KOR,Sporting Lokeren,LOK
157,1,1,2008/2009,25,2009-03-07,493029,9987,7947,4,3,Belgium,Belgium Jupiler League,2009,KRC Genk,GEN,FCV Dender EH,DEN
158,1,1,2008/2009,25,2009-03-08,493030,10001,8203,0,1,Belgium,Belgium Jupiler League,2009,KVC Westerlo,WES,KV Mechelen,MEC
159,1,1,2008/2009,25,2009-03-07,493031,9999,9996,2,0,Belgium,Belgium Jupiler League,2009,KSV Roeselare,ROS,Royal Excel Mouscron,MOU
160,1,1,2008/2009,25,2009-03-07,493032,9991,4049,2,0,Belgium,Belgium Jupiler League,2009,KAA Gent,GEN,Tubize,TUB
161,1,1,2008/2009,25,2009-03-07,493033,9986,9993,0,0,Belgium,Belgium Jupiler League,2009,Sporting Charleroi,CHA,Beerschot AC,BAC
162,1,1,2008/2009,26,2009-03-13,493034,8203,8635,2,1,Belgium,Belgium Jupiler League,2009,KV Mechelen,MEC,RSC Anderlecht,AND
163,1,1,2008/2009,26,2009-03-15,493035,9985,9987,2,0,Belgium,Belgium Jupiler League,2009,Standard de Liège,STL,KRC Genk,GEN
164,1,1,2008/2009,26,2009-03-14,493036,9993,9998,2,0,Belgium,Belgium Jupiler League,2009,Beerschot AC,BAC,RAEC Mons,MON
165,1,1,2008/2009,26,2009-03-14,493037,9994,9986,0,0,Belgium,Belgium Jupiler League,2009,Sporting Lokeren,LOK,Sporting Charleroi,CHA
166,1,1,2008/2009,26,2009-03-14,493038,7947,9984,1,0,Belgium,Belgium Jupiler League,2009,FCV Dender EH,DEN,KSV Cercle Brugge,CEB
167,1,1,2008/2009,26,2009-03-15,493039,8342,9991,1,4,Belgium,Belgium Jupiler League,2009,Club Brugge KV,CLB,KAA Gent,GEN
168,1,1,2008/2009,26,2009-03-14,493040,10000,9999,0,0,Belgium,Belgium Jupiler League,2009,SV Zulte-Waregem,ZUL,KSV Roeselare,ROS
169,1,1,2008/2009,26,2009-03-14,493041,9996,8571,1,0,Belgium,Belgium Jupiler League,2009,Royal Excel Mouscron,MOU,KV Kortrijk,KOR
170,1,1,2008/2009,26,2009-03-14,493042,4049,10001,1,2,Belgium,Belgium Jupiler League,2009,Tubize,TUB,KVC Westerlo,WES
171,1,1,2008/2009,27,2009-03-20,493043,8571,8342,2,3,Belgium,Belgium Jupiler League,2009,KV Kortrijk,KOR,Club Brugge KV,CLB
172,1,1,2008/2009,27,2009-03-22,493044,9986,9985,1,0,Belgium,Belgium Jupiler League,2009,Sporting Charleroi,CHA,Standard de Liège,STL
173,1,1,2008/2009,27,2009-03-22,493045,9991,10000,1,0,Belgium,Belgium Jupiler League,2009,KAA Gent,GEN,SV Zulte-Waregem,ZUL
174,1,1,2008/2009,27,2009-03-21,493046,9998,9994,0,2,Belgium,Belgium Jupiler League,2009,RAEC Mons,MON,Sporting Lokeren,LOK
